timestamp,robot_time,encoder_left,encoder_right,velocity
1662011104.9970605,14420149,13.30437644958496,13.245702590942383,0.0
1662011105.1254637,14420270,13.30437644958496,13.245702590942383,0.0
1662011105.2448125,14420385,13.30437644958496,13.245702590942383,0.0
1662011105.3479927,14420494,13.30437644958496,13.245702590942383,0.0
1662011105.4538836,14420603,13.30437644958496,13.245702590942383,0.0
1662011105.5469313,14420704,13.30437644958496,13.245702590942383,0.0
1662011105.6529994,14420805,13.30437644958496,13.245702590942383,0.0
1662011105.7606006,14420908,13.30437644958496,13.245702590942383,0.0
1662011105.8410647,14420996,13.30437644958496,13.245702590942383,0.0
1662011105.8530161,14421008,13.30437644958496,13.245702590942383,0.0
1662011105.9522774,14421109,13.30437644958496,13.245702590942383,0.0
1662011106.0205922,14421169,13.30437644958496,13.245702590942383,0.0
1662011106.0525312,14421209,13.30437644958496,13.245702590942383,0.0
1662011106.1095622,14421267,13.30437644958496,13.245702590942383,0.0
1662011106.1571717,14421309,13.30437644958496,13.245702590942383,0.0
1662011106.258888,14421414,13.297473754882812,13.241100158691406,-0.0920388475060463
1662011106.3683195,14421417,13.297473754882812,13.241100158691406,-0.0920388475060463
1662011106.3786075,14421517,13.289420928955078,13.230745162963867,-0.13805827498435974
1662011106.389265,14421547,13.289420928955078,13.230745162963867,-0.13805827498435974
1662011106.4651377,14421618,13.277915802001953,13.22039207458496,-0.1840776950120926
1662011106.5657935,14421720,13.250303115844726,13.189328994750976,-0.23009711503982544
1662011106.6012893,14421753,13.250303115844726,13.189328994750976,-0.23009711503982544
1662011106.669868,14421822,13.233047332763672,13.167468872070312,-0.23009711503982544
1662011106.7157614,14421866,13.214639511108398,13.143308486938476,-0.23009711503982544
1662011106.7686346,14421923,13.214639511108398,13.143308486938476,-0.23009711503982544
1662011106.8456173,14421998,13.196231689453125,13.119150009155273,-0.23009711503982544
1662011106.8663995,14422024,13.17552360534668,13.092687454223633,-0.2761165499687195
1662011106.974366,14422125,13.150213088989258,13.071979370117187,-0.3681553900241852
1662011106.9962208,14422147,13.150213088989258,13.071979370117187,-0.3681553900241852
1662011107.0764086,14422228,13.096139755249023,13.01215347290039,-0.4141748249530792
1662011107.1535914,14422302,13.066226806640625,12.984540786743164,-0.4141748249530792
1662011107.180552,14422330,13.066226806640625,12.984540786743164,-0.4141748249530792
1662011107.2732377,14422428,13.03516372680664,12.95347770690918,-0.4141748249530792
1662011107.3071465,14422459,13.001798477172851,12.922414627075195,-0.4601942300796509
1662011107.3755848,14422528,12.969585266113281,12.890203323364258,-0.4141748249530792
1662011107.4691,14422617,12.935071792602539,12.854535903930664,-0.4601942300796509
