row_num,timestamp,run_id,sensor,tube,angle,position,adjusted_position,perpendicular_position,encoder_left,encoder_right,thickness_rc,score_rc,daq_timestamp,byte_offset
33,1662011105.474843,2,7,18,0,19.96437644958496,19.96438,18,13.30438,13.24570,0.2454,59,1662011104456.8442,128462
34,1662011105.474843,2,5,20,0,19.96437644958496,19.96438,20,13.30438,13.24570,0.2496,77,1662011104458.0942,132476
35,1662011105.474843,2,11,14,0,19.96437644958496,19.96438,14,13.30438,13.24570,0.0641,99,1662011104459.3445,136490
36,1662011105.474843,2,12,13,0,19.96437644958496,19.96438,13,13.30438,13.24570,0.2484,99,1662011104460.5955,140504
37,1662011105.474843,2,24,1,0,19.96437644958496,19.96438,1,13.30438,13.24570,0.1379,68,1662011104463.0955,144518
38,1662011105.474843,2,19,6,0,19.96437644958496,19.96438,6,13.30438,13.24570,0.3880,25,1662011104465.5952,148532
39,1662011105.474843,2,22,3,0,19.96437644958496,19.96438,3,13.30438,13.24570,0.1649,47,1662011104469.3462,152546
40,1662011105.474843,2,23,2,0,19.96437644958496,19.96438,2,13.30438,13.24570,0.0014,0,1662011104470.5962,156560
41,1662011105.474843,2,16,9,0,19.96437644958496,19.96438,9,13.30438,13.24570,0.0630,100,1662011104471.8464,160574
42,1662011105.474843,2,21,4,0,19.96437644958496,19.96438,4,13.30438,13.24570,0.2521,57,1662011104473.0974,164588
43,1662011105.474843,2,15,10,0,19.96437644958496,19.96438,10,13.30438,13.24570,-0.0004,0,1662011104474.3474,168602
44,1662011105.474843,2,14,11,0,19.96437644958496,19.96438,11,13.30438,13.24570,0.0710,100,1662011104475.5974,172616
45,1662011105.474843,2,18,7,0,19.96437644958496,19.96438,7,13.30438,13.24570,0.0733,100,1662011104476.8474,176630
46,1662011105.474843,2,20,5,0,19.96437644958496,19.96438,5,13.30438,13.24570,0.2519,52,1662011104478.0972,180644
47,1662011105.474843,2,13,12,0,19.96437644958496,19.96438,12,13.30438,13.24570,0.1940,51,1662011104479.3484,184658
48,1662011105.474843,2,17,8,0,19.96437644958496,19.96438,8,13.30438,13.24570,0.0683,100,1662011104480.5981,188672
49,1662011105.474843,2,1,24,0,19.96437644958496,19.96438,24,13.30438,13.24570,0.2472,13,1662011104484.3484,192686
50,1662011105.474843,2,2,23,0,19.96437644958496,19.96438,23,13.30438,13.24570,0.2451,100,1662011104485.5994,196700
51,1662011105.474843,2,3,22,0,19.96437644958496,19.96438,22,13.30438,13.24570,0.0607,50,1662011104488.0994,200714
52,1662011105.474843,2,4,21,0,19.96437644958496,19.96438,21,13.30438,13.24570,0.2465,18,1662011104490.5994,204728
53,1662011105.474843,2,9,16,0,19.96437644958496,19.96438,16,13.30438,13.24570,0.2356,100,1662011104491.8503,208742
54,1662011105.474843,2,6,19,0,19.96437644958496,19.96438,19,13.30438,13.24570,0.0024,0,1662011104493.1003,212756
55,1662011105.474843,2,10,15,0,19.96437644958496,19.96438,15,13.30438,13.24570,0.0014,0,1662011104494.3503,216770
56,1662011105.474843,2,8,17,0,19.96437644958496,19.96438,17,13.30438,13.24570,0.2294,100,1662011104495.6003,220784
57,1662011105.474843,2,7,18,0,19.96437644958496,19.96438,18,13.30438,13.24570,0.2454,58,1662011104496.8503,224798
58,1662011105.474843,2,5,20,0,19.96437644958496,19.96438,20,13.30438,13.24570,0.2531,76,1662011104498.1013,228812
59,1662011105.474843,2,11,14,0,19.96437644958496,19.96438,14,13.30438,13.24570,0.0641,99,1662011104499.3513,232826
60,1662011105.474843,2,12,13,0,19.96437644958496,19.96438,13,13.30438,13.24570,0.2484,99,1662011104500.6013,236840
61,1662011105.474843,2,24,1,0,19.96437644958496,19.96438,1,13.30438,13.24570,0.1379,70,1662011104503.1013,240854
62,1662011105.474843,2,19,6,0,19.96437644958496,19.96438,6,13.30438,13.24570,0.0029,0,1662011104505.6023,244868
63,1662011105.474843,2,22,3,0,19.96437644958496,19.96438,3,13.30438,13.24570,0.1000,43,1662011104509.3523,248882
64,1662011105.474843,2,23,2,0,19.96437644958496,19.96438,2,13.30438,13.24570,0.7760,57,1662011104510.6035,252896
65,1662011105.474843,2,16,9,0,19.96437644958496,19.96438,9,13.30438,13.24570,0.0630,100,1662011104511.8533,256910
66,1662011105.474843,2,21,4,0,19.96437644958496,19.96438,4,13.30438,13.24570,0.1369,57,1662011104513.1033,260924
67,1662011105.474843,2,15,10,0,19.96437644958496,19.96438,10,13.30438,13.24570,-0.0004,0,1662011104514.3533,264938
68,1662011105.474843,2,14,11,0,19.96437644958496,19.96438,11,13.30438,13.24570,0.0710,100,1662011104515.6033,268952
69,1662011105.474843,2,18,7,0,19.96437644958496,19.96438,7,13.30438,13.24570,0.0722,100,1662011104516.8542,272966
70,1662011105.474843,2,20,5,0,19.96437644958496,19.96438,5,13.30438,13.24570,1.2351,16,1662011104518.1042,276980
71,1662011105.474843,2,13,12,0,19.96437644958496,19.96438,12,13.30438,13.24570,0.1940,51,1662011104519.3542,280994
72,1662011105.474843,2,17,8,0,19.96437644958496,19.96438,8,13.30438,13.24570,0.0670,100,1662011104520.6045,285008
73,1662011105.474843,2,1,24,0,19.96437644958496,19.96438,24,13.30438,13.24570,0.2634,13,1662011104524.3555,289022
74,1662011105.474843,2,2,23,0,19.96437644958496,19.96438,23,13.30438,13.24570,0.2451,100,1662011104525.6052,293036
75,1662011105.474843,2,3,22,0,19.96437644958496,19.96438,22,13.30438,13.24570,0.2445,50,1662011104528.1052,297050
76,1662011105.475838,2,4,21,0,19.96437644958496,19.96438,21,13.30438,13.24570,0.2465,18,1662011104530.6062,301064
77,1662011105.475838,2,9,16,0,19.96437644958496,19.96438,16,13.30438,13.24570,0.2356,100,1662011104531.8562,305078
78,1662011105.475838,2,6,19,0,19.96437644958496,19.96438,19,13.30438,13.24570,0.2524,72,1662011104533.1064,309092
79,1662011105.475838,2,10,15,0,19.96437644958496,19.96438,15,13.30438,13.24570,0.0014,0,1662011104534.3564,313106
80,1662011105.475838,2,8,17,0,19.96437644958496,19.96438,17,13.30438,13.24570,0.2306,100,1662011104535.6074,317120
81,1662011105.475838,2,7,18,0,19.96437644958496,19.96438,18,13.30438,13.24570,0.2442,58,1662011104536.8574,321134
82,1662011105.475838,2,5,20,0,19.96437644958496,19.96438,20,13.30438,13.24570,0.2473,77,1662011104538.1074,325148
83,1662011105.475838,2,11,14,0,19.96437644958496,19.96438,14,13.30438,13.24570,0.0641,99,1662011104539.3574,329162
84,1662011105.475838,2,12,13,0,19.96437644958496,19.96438,13,13.30438,13.24570,0.2484,99,1662011104540.6072,333176
85,1662011105.475838,2,24,1,0,19.96437644958496,19.96438,1,13.30438,13.24570,0.1379,68,1662011104543.1082,337190
86,1662011105.475838,2,19,6,0,19.96437644958496,19.96438,6,13.30438,13.24570,0.0771,32,1662011104545.6084,341204
87,1662011105.475838,2,22,3,0,19.96437644958496,19.96438,3,13.30438,13.24570,0.2182,47,1662011104549.3594,345218
88,1662011105.475838,2,23,2,0,19.96437644958496,19.96438,2,13.30438,13.24570,0.0014,0,1662011104550.6094,349232
89,1662011105.475838,2,16,9,0,19.96437644958496,19.96438,9,13.30438,13.24570,0.0630,100,1662011104551.8594,353246
90,1662011105.475838,2,21,4,0,19.96437644958496,19.96438,4,13.30438,13.24570,0.2521,57,1662011104553.1094,357260
91,1662011105.475838,2,15,10,0,19.96437644958496,19.96438,10,13.30438,13.24570,-0.0004,0,1662011104554.3604,361274
92,1662011105.475838,2,14,11,0,19.96437644958496,19.96438,11,13.30438,13.24570,0.0710,100,1662011104555.6104,365288
93,1662011105.475838,2,18,7,0,19.96437644958496,19.96438,7,13.30438,13.24570,0.0722,100,1662011104556.86,369302
94,1662011105.475838,2,20,5,0,19.96437644958496,19.96438,5,13.30438,13.24570,0.2495,83,1662011104558.1104,373316
95,1662011105.475838,2,13,12,0,19.96437644958496,19.96438,12,13.30438,13.24570,0.1940,51,1662011104559.3604,377330
96,1662011105.475838,2,17,8,0,19.96437644958496,19.96438,8,13.30438,13.24570,0.0670,100,1662011104560.6113,381344
97,1662011105.475838,2,1,24,0,19.96437644958496,19.96438,24,13.30438,13.24570,0.2634,13,1662011104564.3613,385358
98,1662011105.475838,2,2,23,0,19.96437644958496,19.96438,23,13.30438,13.24570,0.2451,100,1662011104565.6113,389372
99,1662011105.475838,2,3,22,0,19.96437644958496,19.96438,22,13.30438,13.24570,0.2445,51,1662011104568.1123,393386
100,1662011105.475838,2,4,21,0,19.96437644958496,19.96438,21,13.30438,13.24570,0.2465,18,1662011104570.6125,397400
101,1662011105.475838,2,9,16,0,19.96437644958496,19.96438,16,13.30438,13.24570,0.2356,100,1662011104571.8623,401414
102,1662011105.475838,2,6,19,0,19.96437644958496,19.96438,19,13.30438,13.24570,0.2524,72,1662011104573.1133,405428
103,1662011105.475838,2,10,15,0,19.96437644958496,19.96438,15,13.30438,13.24570,0.0014,0,1662011104574.3633,409442
104,1662011105.475838,2,8,17,0,19.96437644958496,19.96438,17,13.30438,13.24570,0.2306,100,1662011104575.6133,413456
105,1662011105.475838,2,7,18,0,19.96437644958496,19.96438,18,13.30438,13.24570,0.2442,58,1662011104576.8633,417470
106,1662011105.475838,2,5,20,0,19.96437644958496,19.96438,20,13.30438,13.24570,0.2531,77,1662011104578.1133,421484
107,1662011105.475838,2,11,14,0,19.96437644958496,19.96438,14,13.30438,13.24570,0.0641,99,1662011104579.3643,425498
108,1662011105.475838,2,12,13,0,19.96437644958496,19.96438,13,13.30438,13.24570,0.2484,99,1662011104580.6143,429512
109,1662011105.475838,2,24,1,0,19.96437644958496,19.96438,1,13.30438,13.24570,0.1379,69,1662011104583.1145,433526
110,1662011105.475838,2,19,6,0,19.96437644958496,19.96438,6,13.30438,13.24570,0.2863,35,1662011104585.6155,437540
111,1662011105.475838,2,22,3,0,19.96437644958496,19.96438,3,13.30438,13.24570,0.3458,50,1662011104589.3652,441554
112,1662011105.475838,2,23,2,0,19.96437644958496,19.96438,2,13.30438,13.24570,0.0014,0,1662011104590.6152,445568
113,1662011105.475838,2,16,9,0,19.96437644958496,19.96438,9,13.30438,13.24570,0.0630,100,1662011104591.8662,449582
114,1662011105.475838,2,21,4,0,19.96437644958496,19.96438,4,13.30438,13.24570,0.1357,57,1662011104593.1162,453596
115,1662011105.475838,2,15,10,0,19.96437644958496,19.96438,10,13.30438,13.24570,-0.0004,0,1662011104594.3662,457610
116,1662011105.475838,2,14,11,0,19.96437644958496,19.96438,11,13.30438,13.24570,0.0710,100,1662011104595.6165,461624
117,1662011105.475838,2,18,7,0,19.96437644958496,19.96438,7,13.30438,13.24570,0.0722,100,1662011104596.8665,465638
118,1662011105.475838,2,20,5,0,19.96437644958496,19.96438,5,13.30438,13.24570,0.3829,7,1662011104598.1174,469652
119,1662011105.475838,2,13,12,0,19.96437644958496,19.96438,12,13.30438,13.24570,0.1940,51,1662011104599.3674,473666
120,1662011105.475838,2,17,8,0,19.96437644958496,19.96438,8,13.30438,13.24570,0.0670,100,1662011104600.6174,477680
121,1662011105.475838,2,1,24,0,19.96437644958496,19.96438,24,13.30438,13.24570,0.2461,12,1662011104604.3682,481694
122,1662011105.475838,2,2,23,0,19.96437644958496,19.96438,23,13.30438,13.24570,0.2440,100,1662011104605.6182,485708
123,1662011105.475838,2,3,22,0,19.96437644958496,19.96438,22,13.30438,13.24570,0.2445,50,1662011104608.1184,489722
124,1662011105.475838,2,4,21,0,19.96437644958496,19.96438,21,13.30438,13.24570,0.2465,18,1662011104610.6194,493736
125,1662011105.475838,2,9,16,0,19.96437644958496,19.96438,16,13.30438,13.24570,0.2356,100,1662011104611.8694,497750
126,1662011105.475838,2,6,19,0,19.96437644958496,19.96438,19,13.30438,13.24570,0.2524,72,1662011104613.1194,501764
127,1662011105.475838,2,10,15,0,19.96437644958496,19.96438,15,13.30438,13.24570,0.0014,0,1662011104614.3694,505778
128,1662011105.475838,2,8,17,0,19.96437644958496,19.96438,17,13.30438,13.24570,0.2306,100,1662011104615.6194,509792
129,1662011105.475838,2,7,18,0,19.96437644958496,19.96438,18,13.30438,13.24570,0.2442,59,1662011104616.8704,513806
130,1662011105.475838,2,5,20,0,19.96437644958496,19.96438,20,13.30438,13.24570,0.2484,77,1662011104618.1204,517820
131,1662011105.475838,2,11,14,0,19.96437644958496,19.96438,14,13.30438,13.24570,0.0641,99,1662011104619.37,521834
132,1662011105.475838,2,12,13,0,19.96437644958496,19.96438,13,13.30438,13.24570,0.2484,99,1662011104620.6204,525848
133,1662011105.476813,2,24,1,0,19.96437644958496,19.96438,1,13.30438,13.24570,0.1379,68,1662011104623.1213,529862
134,1662011105.476813,2,19,6,0,19.96437644958496,19.96438,6,13.30438,13.24570,0.3434,27,1662011104625.6213,533876
135,1662011105.476887,2,22,3,0,19.96437644958496,19.96438,3,13.30438,13.24570,0.0966,50,1662011104629.3723,537890
136,1662011105.476887,2,23,2,0,19.96437644958496,19.96438,2,13.30438,13.24570,0.0014,0,1662011104630.6223,541904
137,1662011105.476887,2,16,9,0,19.96437644958496,19.96438,9,13.30438,13.24570,0.0630,100,1662011104631.8723,545918
138,1662011105.476887,2,21,4,0,19.96437644958496,19.96438,4,13.30438,13.24570,0.1369,57,1662011104633.1223,549932
139,1662011105.476887,2,15,10,0,19.96437644958496,19.96438,10,13.30438,13.24570,-0.0004,0,1662011104634.3723,553946
140,1662011105.476887,2,14,11,0,19.96437644958496,19.96438,11,13.30438,13.24570,0.0710,100,1662011104635.6233,557960
141,1662011105.476887,2,18,7,0,19.96437644958496,19.96438,7,13.30438,13.24570,0.0722,100,1662011104636.8733,561974
142,1662011105.476887,2,20,5,0,19.96437644958496,19.96438,5,13.30438,13.24570,0.0815,35,1662011104638.1233,565988
143,1662011105.476887,2,13,12,0,19.96437644958496,19.96438,12,13.30438,13.24570,0.1940,51,1662011104639.3733,570002
144,1662011105.476887,2,17,8,0,19.96437644958496,19.96438,8,13.30438,13.24570,0.0670,100,1662011104640.6233,574016
145,1662011105.476887,2,1,24,0,19.96437644958496,19.96438,24,13.30438,13.24570,0.2461,13,1662011104644.3743,578030
146,1662011105.476887,2,2,23,0,19.96437644958496,19.96438,23,13.30438,13.24570,0.2451,100,1662011104645.6245,582044
147,1662011105.476887,2,3,22,0,19.96437644958496,19.96438,22,13.30438,13.24570,0.2445,51,1662011104648.1255,586058
148,1662011105.476887,2,4,21,0,19.96437644958496,19.96438,21,13.30438,13.24570,0.2453,18,1662011104650.6252,590072
149,1662011105.563886,2,9,16,0,19.96437644958496,19.96438,16,13.30438,13.24570,0.2344,100,1662011104651.8752,594086
150,1662011105.563886,2,6,19,0,19.96437644958496,19.96438,19,13.30438,13.24570,0.0024,0,1662011104653.1252,598100
151,1662011105.563886,2,10,15,0,19.96437644958496,19.96438,15,13.30438,13.24570,0.0014,0,1662011104654.3762,602114
152,1662011105.563886,2,8,17,0,19.96437644958496,19.96438,17,13.30438,13.24570,0.2294,100,1662011104655.6262,606128
153,1662011105.563886,2,7,18,0,19.96437644958496,19.96438,18,13.30438,13.24570,0.2454,58,1662011104656.8762,610142
154,1662011105.563886,2,5,20,0,19.96437644958496,19.96438,20,13.30438,13.24570,0.2531,77,1662011104658.1265,614156
155,1662011105.564885,2,11,14,0,19.96437644958496,19.96438,14,13.30438,13.24570,0.0641,99,1662011104659.3765,618170
156,1662011105.564885,2,12,13,0,19.96437644958496,19.96438,13,13.30438,13.24570,0.2484,99,1662011104660.6274,622184
157,1662011105.564885,2,24,1,0,19.96437644958496,19.96438,1,13.30438,13.24570,0.0898,12,1662011104663.1274,626198
158,1662011105.564885,2,19,6,0,19.96437644958496,19.96438,6,13.30438,13.24570,0.0029,0,1662011104665.6272,630212
159,1662011105.564885,2,22,3,0,19.96437644958496,19.96438,3,13.30438,13.24570,0.0977,51,1662011104669.3782,634226
160,1662011105.564885,2,23,2,0,19.96437644958496,19.96438,2,13.30438,13.24570,0.7760,50,1662011104670.6284,638240
161,1662011105.564885,2,16,9,0,19.96437644958496,19.96438,9,13.30438,13.24570,0.0630,100,1662011104671.8784,642254
162,1662011105.564885,2,21,4,0,19.96437644958496,19.96438,4,13.30438,13.24570,0.1369,57,1662011104673.1294,646268
163,1662011105.564885,2,15,10,0,19.96437644958496,19.96438,10,13.30438,13.24570,-0.0004,0,1662011104674.3794,650282
164,1662011105.564885,2,14,11,0,19.96437644958496,19.96438,11,13.30438,13.24570,0.0710,100,1662011104675.6294,654296
165,1662011105.564885,2,18,7,0,19.96437644958496,19.96438,7,13.30438,13.24570,0.0722,100,1662011104676.8794,658310
166,1662011105.564885,2,20,5,0,19.96437644958496,19.96438,5,13.30438,13.24570,0.2519,55,1662011104678.1294,662324
167,1662011105.564885,2,13,12,0,19.96437644958496,19.96438,12,13.30438,13.24570,0.1940,51,1662011104679.3804,666338
168,1662011105.564885,2,17,8,0,19.96437644958496,19.96438,8,13.30438,13.24570,0.0683,100,1662011104680.6301,670352
169,1662011105.564885,2,1,24,0,19.96437644958496,19.96438,24,13.30438,13.24570,0.2472,12,1662011104684.3804,674366
170,1662011105.564885,2,2,23,0,19.96437644958496,19.96438,23,13.30438,13.24570,0.2451,100,1662011104685.6313,678380
171,1662011105.564885,2,3,22,0,19.96437644958496,19.96438,22,13.30438,13.24570,0.2445,50,1662011104688.1313,682394
172,1662011105.564885,2,4,21,0,19.96437644958496,19.96438,21,13.30438,13.24570,0.2465,18,1662011104690.6313,686408
173,1662011105.564885,2,9,16,0,19.96437644958496,19.96438,16,13.30438,13.24570,0.2344,100,1662011104691.8823,690422
174,1662011105.564885,2,6,19,0,19.96437644958496,19.96438,19,13.30438,13.24570,0.0024,0,1662011104693.1323,694436
175,1662011105.564885,2,10,15,0,19.96437644958496,19.96438,15,13.30438,13.24570,0.0014,0,1662011104694.3823,698450
176,1662011105.564885,2,8,17,0,19.96437644958496,19.96438,17,13.30438,13.24570,0.2294,100,1662011104695.6323,702464
177,1662011105.564885,2,7,18,0,19.96437644958496,19.96438,18,13.30438,13.24570,0.2454,58,1662011104696.8823,706478
178,1662011105.564885,2,5,20,0,19.96437644958496,19.96438,20,13.30438,13.24570,0.2531,77,1662011104698.1333,710492
179,1662011105.564885,2,11,14,0,19.96437644958496,19.96438,14,13.30438,13.24570,0.0641,99,1662011104699.3833,714506
180,1662011105.564885,2,12,13,0,19.96437644958496,19.96438,13,13.30438,13.24570,0.2484,99,1662011104700.6333,718520
181,1662011105.564885,2,24,1,0,19.96437644958496,19.96438,1,13.30438,13.24570,0.0645,11,1662011104703.1333,722534
182,1662011105.564885,2,19,6,0,19.96437644958496,19.96438,6,13.30438,13.24570,0.3160,9,1662011104705.6343,726548
183,1662011105.564885,2,22,3,0,19.96437644958496,19.96438,3,13.30438,13.24570,0.2623,37,1662011104709.3843,730562
184,1662011105.564885,2,23,2,0,19.96437644958496,19.96438,2,13.30438,13.24570,0.0014,0,1662011104710.6355,734576
185,1662011105.564885,2,16,9,0,19.96437644958496,19.96438,9,13.30438,13.24570,0.0630,100,1662011104711.8853,738590
186,1662011105.564885,2,21,4,0,19.96437644958496,19.96438,4,13.30438,13.24570,0.1369,57,1662011104713.1353,742604
187,1662011105.564885,2,15,10,0,19.96437644958496,19.96438,10,13.30438,13.24570,-0.0004,0,1662011104714.3853,746618
188,1662011105.564885,2,14,11,0,19.96437644958496,19.96438,11,13.30438,13.24570,0.0710,100,1662011104715.6353,750632
189,1662011105.564885,2,18,7,0,19.96437644958496,19.96438,7,13.30438,13.24570,0.0722,100,1662011104716.8862,754646
190,1662011105.564885,2,20,5,0,19.96437644958496,19.96438,5,13.30438,13.24570,0.3423,15,1662011104718.1362,758660
191,1662011105.564885,2,13,12,0,19.96437644958496,19.96438,12,13.30438,13.24570,0.1847,49,1662011104719.3862,762674
192,1662011105.564885,2,17,8,0,19.96437644958496,19.96438,8,13.30438,13.24570,0.0670,100,1662011104720.6365,766688
193,1662011105.564885,2,1,24,0,19.96437644958496,19.96438,24,13.30438,13.24570,0.2576,10,1662011104724.3875,770702
194,1662011105.564885,2,2,23,0,19.96437644958496,19.96438,23,13.30438,13.24570,0.2451,100,1662011104725.6372,774716
195,1662011105.565880,2,3,22,0,19.96437644958496,19.96438,22,13.30438,13.24570,0.2445,51,1662011104728.1372,778730
196,1662011105.565880,2,4,21,0,19.96437644958496,19.96438,21,13.30438,13.24570,0.2465,17,1662011104730.6382,782744
197,1662011105.565880,2,9,16,0,19.96437644958496,19.96438,16,13.30438,13.24570,0.2344,100,1662011104731.8882,786758
198,1662011105.565880,2,6,19,0,19.96437644958496,19.96438,19,13.30438,13.24570,0.0024,0,1662011104733.1384,790772
199,1662011105.565880,2,10,15,0,19.96437644958496,19.96438,15,13.30438,13.24570,0.0014,0,1662011104734.3884,794786
200,1662011105.565972,2,8,17,0,19.96437644958496,19.96438,17,13.30438,13.24570,0.2294,100,1662011104735.6394,798800
201,1662011105.565972,2,7,18,0,19.96437644958496,19.96438,18,13.30438,13.24570,0.2454,57,1662011104736.8894,802814
202,1662011105.565972,2,5,20,0,19.96437644958496,19.96438,20,13.30438,13.24570,0.2484,77,1662011104738.1394,806828
203,1662011105.565972,2,11,14,0,19.96437644958496,19.96438,14,13.30438,13.24570,0.0641,99,1662011104739.3894,810842
204,1662011105.565972,2,12,13,0,19.96437644958496,19.96438,13,13.30438,13.24570,0.2484,99,1662011104740.6392,814856
205,1662011105.565972,2,24,1,0,19.96437644958496,19.96438,1,13.30438,13.24570,0.2158,22,1662011104743.1401,818870
206,1662011105.565972,2,19,6,0,19.96437644958496,19.96438,6,13.30438,13.24570,0.2302,5,1662011104745.6404,822884
207,1662011105.565972,2,22,3,0,19.96437644958496,19.96438,3,13.30438,13.24570,0.0014,0,1662011104749.3914,826898
208,1662011105.565972,2,23,2,0,19.96437644958496,19.96438,2,13.30438,13.24570,0.0014,0,1662011104750.6414,830912
209,1662011105.565972,2,16,9,0,19.96437644958496,19.96438,9,13.30438,13.24570,0.0630,100,1662011104751.8914,834926
210,1662011105.565972,2,21,4,0,19.96437644958496,19.96438,4,13.30438,13.24570,0.2510,57,1662011104753.1414,838940
211,1662011105.565972,2,15,10,0,19.96437644958496,19.96438,10,13.30438,13.24570,0.0743,56,1662011104754.3923,842954
212,1662011105.565972,2,14,11,0,19.96437644958496,19.96438,11,13.30438,13.24570,0.1743,22,1662011104755.6423,846968
213,1662011105.565972,2,18,7,0,19.96437644958496,19.96438,7,13.30438,13.24570,0.0733,100,1662011104756.892,850982
214,1662011105.565972,2,20,5,0,19.96437644958496,19.96438,5,13.30438,13.24570,0.2495,78,1662011104758.1423,854996
215,1662011105.565972,2,13,12,0,19.96437644958496,19.96438,12,13.30438,13.24570,0.1836,34,1662011104759.3923,859010
216,1662011105.565972,2,17,8,0,19.96437644958496,19.96438,8,13.30438,13.24570,0.0670,100,1662011104760.6433,863024
217,1662011105.565972,2,1,24,0,19.96437644958496,19.96438,24,13.30438,13.24570,0.2634,13,1662011104764.3933,867038
218,1662011105.565972,2,2,23,0,19.96437644958496,19.96438,23,13.30438,13.24570,0.2451,100,1662011104765.6433,871052
219,1662011105.565972,2,3,22,0,19.96437644958496,19.96438,22,13.30438,13.24570,0.2480,50,1662011104768.1443,875066
220,1662011105.565972,2,4,21,0,19.96437644958496,19.96438,21,13.30438,13.24570,0.2476,18,1662011104770.6445,879080
221,1662011105.565972,2,9,16,0,19.96437644958496,19.96438,16,13.30438,13.24570,0.2356,100,1662011104771.8943,883094
222,1662011105.565972,2,6,19,0,19.96437644958496,19.96438,19,13.30438,13.24570,0.2524,72,1662011104773.1453,887108
223,1662011105.565972,2,10,15,0,19.96437644958496,19.96438,15,13.30438,13.24570,0.0014,0,1662011104774.3953,891122
